trade_date,ts_code,open,high,low,close,pre_close,change,pct_chg,vol,amount
20180209,300015.SZ,7.2348,7.3681,7.0648,7.2302,7.4668,-0.23660000000000014,-3.1687,99236.54,312037.515
20180212,300015.SZ,7.2785,7.9217,7.2647,7.7402,7.2302,0.5099999999999998,7.0537,149597.51,497771.819
20180213,300015.SZ,7.8092,7.9746,7.738,7.754,7.7402,0.013799999999999812,0.1783,100278.2,343074.253
20180214,300015.SZ,7.754,8.1055,7.7311,8.0642,7.754,0.31020000000000003,4.0005,79535.58,276038.612
20180222,300015.SZ,8.1262,8.1814,7.9585,8.1814,8.0642,0.11720000000000041,1.4533,82170.17,289233.111
20180223,300015.SZ,8.1101,8.2204,7.9769,8.055,8.1814,-0.1264000000000003,-1.545,71456.65,251252.034
20180226,300015.SZ,8.055,8.5375,8.055,8.5375,8.055,0.48249999999999993,5.9901,106899.7,387663.224
20180227,300015.SZ,8.503,8.611,8.3399,8.4111,8.5375,-0.1264000000000003,-1.4805,86131.6,316853.534
20180228,300015.SZ,8.3675,8.5214,8.31,8.3399,8.4111,-0.07119999999999926,-0.8465,65446.76,239163.817
20180301,300015.SZ,8.3169,8.611,8.2893,8.5306,8.3399,0.19069999999999965,2.2866,79099.4,292854.712
20180302,300015.SZ,8.4984,8.5926,8.4134,8.4571,8.5306,-0.07349999999999923,-0.8616,49943.56,184652.186
20180305,300015.SZ,8.5007,8.5926,8.3675,8.5559,8.4571,0.09879999999999889,1.1682,56031.25,206964.008
20180306,300015.SZ,8.5375,8.8453,8.5375,8.7948,8.5559,0.238900000000001,2.7922,86825.29,330296.0
20180307,300015.SZ,8.7948,8.8798,8.719,8.8109,8.7948,0.01609999999999978,0.1831,57211.03,219423.383
20180308,300015.SZ,8.7672,9.2359,8.7534,9.2083,8.8109,0.3973999999999993,4.5103,97630.88,386398.976
20180309,300015.SZ,9.1785,9.2704,9.0062,9.167,9.2083,-0.04129999999999967,-0.4485,79742.38,317389.69
20180312,300015.SZ,9.167,9.3669,9.0475,9.1601,9.167,-0.006899999999999906,-0.0753,88384.0,354383.648
20180313,300015.SZ,9.121,9.1394,8.7764,8.9326,9.1601,-0.22749999999999915,-2.4836,100771.9,391537.165
20180314,300015.SZ,8.9143,9.0636,8.8453,8.9235,8.9326,-0.009100000000000108,-0.1019,58734.02,229451.784
20180315,300015.SZ,8.843,9.0062,8.8178,8.9303,8.9235,0.006800000000000139,0.0762,49849.45,193068.228
20180316,300015.SZ,8.9326,9.167,8.9143,9.0889,8.9303,0.15859999999999985,1.776,79495.59,313959.859
20180319,300015.SZ,9.0751,9.3393,8.8316,9.2497,9.0889,0.16080000000000005,1.7692,85949.98,341343.187
20180320,300015.SZ,9.1486,9.5713,9.144,9.5553,9.2497,0.3056000000000001,3.3039,101065.61,416309.219
20180321,300015.SZ,9.5001,9.7345,9.3898,9.4588,9.5553,-0.0965000000000007,-1.0099,92978.65,386584.386
20180322,300015.SZ,9.4542,9.5805,9.3807,9.4588,9.4588,0.0,0.0,54441.63,224493.429
20180323,300015.SZ,9.0751,9.507,8.9326,9.2106,9.4588,-0.24820000000000064,-2.624,130566.84,525044.306
20180326,300015.SZ,9.0521,9.7,9.0521,9.6862,9.2106,0.4756,5.1636,97975.26,403002.722
20180327,300015.SZ,9.7,10.1388,9.6977,9.9252,9.6862,0.23900000000000077,2.4674,128507.66,556163.129
20180328,300015.SZ,9.8264,10.0308,9.6127,9.6196,9.9252,-0.3056000000000001,-3.079,81310.5,346646.138
20180329,300015.SZ,9.6495,9.7276,8.7305,9.1923,9.6196,-0.4273000000000007,-4.442,142818.95,571969.143
20180330,300015.SZ,9.1325,9.5736,9.1004,9.4611,9.1923,0.2688000000000006,2.9242,104288.97,426338.687
20180402,300015.SZ,9.4151,9.5507,9.2106,9.2704,9.4611,-0.19069999999999965,-2.0156,89425.93,363887.449
20180403,300015.SZ,9.19,9.3921,9.1027,9.2543,9.2704,-0.01609999999999978,-0.1737,89803.2,359799.007
20180404,300015.SZ,9.3623,9.4082,8.9372,8.9372,9.2543,-0.31709999999999994,-3.4265,98282.7,390213.16
20180409,300015.SZ,8.9281,9.4197,8.9281,9.4151,8.9372,0.4779,5.3473,119955.92,483124.086
20180410,300015.SZ,9.53,9.7643,9.3117,9.7368,9.4151,0.3216999999999999,3.4169,96552.81,402682.683
20180411,300015.SZ,9.6954,9.8539,9.6678,9.7345,9.7368,-0.0022999999999999687,-0.0236,55740.37,236706.706
20180412,300015.SZ,9.6747,10.0217,9.5645,9.8333,9.7345,0.09879999999999889,1.0149,59738.81,255170.189
20180413,300015.SZ,9.8585,9.9826,9.5576,9.7115,9.8333,-0.12180000000000035,-1.2386,59095.14,250454.013
20180416,300015.SZ,9.6747,9.8585,9.5346,9.6839,9.7115,-0.027599999999999625,-0.2842,55210.64,232536.752
20180417,300015.SZ,9.6816,9.7368,9.3278,9.3462,9.6839,-0.3376999999999999,-3.4872,55972.3,231041.103
20180418,300015.SZ,9.3554,9.4427,9.0751,9.3738,9.3462,0.027599999999999625,0.2953,84576.8,340810.087
20180419,300015.SZ,9.4381,9.7437,9.3393,9.638,9.3738,0.26420000000000066,2.8185,68704.75,287980.004
20180420,300015.SZ,9.638,10.0171,9.5691,9.7873,9.638,0.1493000000000002,1.5491,82081.97,351751.426
20180423,300015.SZ,9.8149,10.1457,9.8149,9.8677,9.7873,0.08039999999999914,0.8215,94977.2,413585.762
20180424,300015.SZ,9.8379,10.0768,9.7138,9.9665,9.8677,0.09880000000000067,1.0012,69517.66,300045.899
20180425,300015.SZ,9.9481,10.4766,9.9206,10.4651,9.9665,0.4985999999999997,5.0028,105164.36,468368.616
20180426,300015.SZ,10.4766,10.4766,10.109,10.2009,10.4651,-0.2641999999999989,-2.5246,78433.56,350256.319
20180427,300015.SZ,10.2606,10.8258,10.2055,10.7982,10.2009,0.5972999999999988,5.8554,98676.32,455589.406
20180502,300015.SZ,10.7982,10.9958,10.5409,10.6764,10.7982,-0.12180000000000035,-1.128,94463.28,440693.797
20180503,300015.SZ,10.6833,10.7017,10.2238,10.5225,10.6764,-0.15389999999999837,-1.4415,83045.52,376592.123
20180504,300015.SZ,10.4903,10.8396,10.4099,10.5639,10.5225,0.04139999999999944,0.3934,67035.42,310502.826
20180507,300015.SZ,10.511,10.6535,10.3961,10.6144,10.5639,0.050499999999999545,0.478,71892.27,329916.749
20180508,300015.SZ,10.6604,10.6604,10.3847,10.4536,10.6144,-0.16080000000000005,-1.5149,78947.14,360123.61
20180509,300015.SZ,10.4536,10.5156,10.2583,10.364,10.4536,-0.08959999999999901,-0.8571,64304.86,289496.356
20180510,300015.SZ,10.3755,10.982,10.3341,10.9728,10.364,0.6087999999999987,5.8742,120879.47,562864.693
20180511,300015.SZ,10.9085,11.0004,10.5225,10.5799,10.9728,-0.39289999999999914,-3.5807,117217.32,548857.672
20180514,300015.SZ,10.4995,10.6489,10.2997,10.5616,10.5799,-0.018299999999999983,-0.173,80872.02,367963.378
20180515,300015.SZ,10.5662,10.7867,10.4536,10.6718,10.5616,0.11019999999999897,1.0434,81471.71,379038.35
20180516,300015.SZ,10.6695,11.0463,10.6259,10.8993,10.6718,0.22750000000000092,2.1318,87823.34,416882.925
20180517,300015.SZ,10.9751,10.982,10.5731,10.7546,10.8993,-0.14470000000000027,-1.3276,71276.81,333990.707
20180518,300015.SZ,10.7637,11.1428,10.5754,11.1428,10.7546,0.38819999999999943,3.6096,76916.48,363544.215
20180521,300015.SZ,11.1474,11.3381,10.9935,11.1842,11.1428,0.041400000000001214,0.3715,83946.43,407910.513
20180522,300015.SZ,11.1773,11.5288,11.1038,11.5242,11.1842,0.33999999999999986,3.04,90030.28,447881.602
20180523,300015.SZ,11.4875,11.7402,11.1842,11.3703,11.5242,-0.15390000000000015,-1.3355,121327.02,602239.766
20180524,300015.SZ,11.3707,11.6619,11.1626,11.5475,11.3707,0.17680000000000007,1.5549,161699.62,532663.063
20180525,300015.SZ,11.5475,11.8145,11.3429,11.6169,11.5475,0.0693999999999999,0.601,134980.52,453670.349
20180528,300015.SZ,11.6515,11.9567,11.3464,11.9428,11.6169,0.32590000000000074,2.8054,158754.56,535402.842
20180529,300015.SZ,11.8943,12.0781,10.795,10.7985,11.9428,-1.1442999999999994,-9.5815,282392.15,936656.862
20180530,300015.SZ,10.5037,11.1418,10.0217,10.6667,10.7985,-0.13180000000000014,-1.2205,353654.43,1086835.113
20180531,300015.SZ,10.802,11.4435,10.802,11.4435,10.6667,0.7767999999999997,7.2825,237019.18,763263.117
20180601,300015.SZ,11.4435,11.5995,10.8054,11.1383,11.4435,-0.305200000000001,-2.667,179329.6,578944.952
20180604,300015.SZ,11.0967,11.2007,10.8124,10.9996,11.1383,-0.13870000000000005,-1.2453,152917.93,483605.354
20180605,300015.SZ,10.9927,11.4019,10.9927,11.3048,10.9996,0.305200000000001,2.7746,143225.04,464266.494
20180606,300015.SZ,11.2909,11.3915,11.114,11.2285,11.3048,-0.07629999999999981,-0.6749,124088.82,402498.551
20180607,300015.SZ,10.9407,11.1071,10.6528,10.7291,11.2285,-0.4993999999999996,-4.4476,279009.3,869201.655
20180608,300015.SZ,10.7083,10.9927,10.5488,10.9545,10.7291,0.2253999999999987,2.1008,155689.8,486666.508
20180611,300015.SZ,10.8782,10.8956,10.6459,10.7638,10.9545,-0.19069999999999965,-1.7408,108441.11,336205.758
20180612,300015.SZ,10.7499,10.8366,10.5661,10.7049,10.7638,-0.05889999999999951,-0.5472,146568.49,450548.671
20180613,300015.SZ,10.6702,10.743,10.3095,10.7014,10.7049,-0.0035000000000007248,-0.0327,171233.9,520088.962
20180614,300015.SZ,10.6667,10.7811,10.4032,10.4448,10.7014,-0.25659999999999883,-2.3978,100460.88,306070.845
20180615,300015.SZ,10.4205,10.5592,10.3616,10.3858,10.4448,-0.05900000000000105,-0.5649,80603.73,242655.842
20180619,300015.SZ,10.2818,10.5557,10.157,10.3199,10.3858,-0.06589999999999918,-0.6345,165953.14,496871.617
20180620,300015.SZ,10.3997,11.2007,10.3754,11.121,10.3199,0.8010999999999999,7.7627,249059.81,777806.225
20180621,300015.SZ,11.1279,11.4747,11.01,11.1834,11.121,0.06240000000000023,0.5611,195785.43,634465.12
20180622,300015.SZ,11.1071,11.4088,11.01,11.2597,11.1834,0.07629999999999981,0.6823,122935.82,399183.563
20180625,300015.SZ,11.3221,11.6724,11.1626,11.5198,11.2597,0.26009999999999955,2.31,168800.33,559023.967
20180626,300015.SZ,11.3741,11.6481,11.3048,11.4088,11.5198,-0.11100000000000065,-0.9636,132123.04,435607.444
20180627,300015.SZ,11.3811,11.4331,10.9268,11.0135,11.4088,-0.3952999999999989,-3.4649,139571.73,447374.633
20180628,300015.SZ,10.9233,11.1314,10.7777,10.9615,11.0135,-0.05200000000000138,-0.4721,119809.89,379892.392
20180629,300015.SZ,10.8886,11.2701,10.8886,11.1973,10.9615,0.23580000000000112,2.1512,154753.65,497047.298
20180702,300015.SZ,11.1175,11.4435,11.0447,11.2007,11.1973,0.0033999999999991815,0.0304,160733.28,521971.828
20180703,300015.SZ,11.1661,11.1661,10.4413,10.8505,11.2007,-0.3501999999999992,-3.1266,230675.28,714206.059
20180704,300015.SZ,10.7499,10.7499,10.417,10.4586,10.8505,-0.3918999999999997,-3.6118,112886.54,343737.603
20180705,300015.SZ,10.4136,10.6216,10.2818,10.3269,10.4586,-0.13170000000000037,-1.2593,114589.57,344438.175
20180706,300015.SZ,10.3512,10.7083,10.2991,10.4968,10.3269,0.16990000000000016,1.6452,156543.33,475632.116
20180709,300015.SZ,10.5592,11.0967,10.5592,11.017,10.4968,0.5201999999999991,4.9558,146263.77,458142.795
20180710,300015.SZ,11.0412,11.1869,10.9753,11.0967,11.017,0.07970000000000077,0.7234,104566.59,333622.358
20180711,300015.SZ,10.9233,11.3048,10.8193,11.1487,11.0967,0.0519999999999996,0.4686,148824.41,477018.723
20180712,300015.SZ,11.0863,11.6169,11.0551,11.44,11.1487,0.29129999999999967,2.6129,191102.67,628343.423
20180713,300015.SZ,11.388,11.8388,11.388,11.6654,11.44,0.2254000000000005,1.9703,159809.15,537062.135
20180716,300015.SZ,11.8249,12.4838,11.6897,12.3659,11.6654,0.7004999999999999,6.0049,218001.24,763425.565
20180717,300015.SZ,12.2757,12.404,11.9116,12.0781,12.3659,-0.2878000000000007,-2.3274,160417.88,559113.058
20180718,300015.SZ,12.1128,12.3104,12.0295,12.1058,12.0781,0.027700000000001168,0.2293,129742.17,454920.742
20180719,300015.SZ,12.1023,12.1128,11.7105,11.7903,12.1058,-0.3155000000000001,-2.6062,130861.43,446913.751
20180720,300015.SZ,11.8145,11.8839,11.4886,11.707,11.7903,-0.08329999999999949,-0.7065,143405.66,483342.895
20180723,300015.SZ,11.2978,11.5995,10.9233,11.5302,11.707,-0.17680000000000007,-1.5102,284924.16,926390.983
20180724,300015.SZ,11.4123,11.7833,11.2389,11.5128,11.5302,-0.017400000000000304,-0.1509,240956.06,801858.333
20180725,300015.SZ,11.6169,12.085,11.4816,11.8804,11.5128,0.3675999999999995,3.193,183667.64,627298.763
20180726,300015.SZ,11.8284,11.9602,11.6828,11.7833,11.8804,-0.0970999999999993,-0.8173,111425.97,379764.896
20180727,300015.SZ,11.6793,11.818,11.551,11.6862,11.7833,-0.09710000000000107,-0.824,95020.07,320002.538
20180730,300015.SZ,11.6515,11.6724,11.114,11.3741,11.6862,-0.31209999999999916,-2.6707,164727.82,539160.687
20180731,300015.SZ,11.4574,11.8561,11.4574,11.5891,11.3741,0.21499999999999986,1.8903,138715.19,467714.323
20180801,300015.SZ,11.655,11.8284,11.44,11.499,11.5891,-0.09009999999999962,-0.7775,115238.77,384897.312
20180802,300015.SZ,11.4123,11.7799,11.3499,11.4851,11.499,-0.013900000000001356,-0.1209,148244.0,492910.553
20180803,300015.SZ,11.3741,11.5891,11.0274,11.0759,11.4851,-0.40919999999999845,-3.5629,154075.65,500342.394
20180806,300015.SZ,10.9303,11.1973,10.4032,10.4864,11.0759,-0.589500000000001,-5.3224,193016.5,600965.845
20180807,300015.SZ,10.5731,10.8713,10.3095,10.8297,10.4864,0.34330000000000105,3.2738,141434.16,433466.767
20180808,300015.SZ,10.7846,10.9233,10.4032,10.4066,10.8297,-0.4231000000000016,-3.9068,115153.88,353861.455
20180809,300015.SZ,10.2887,11.1106,10.2298,10.9337,10.4066,0.5271000000000008,5.0651,178196.66,554402.779
20180810,300015.SZ,10.8609,11.3568,10.8609,11.2181,10.9337,0.28439999999999976,2.6011,131015.66,422812.349
20180813,300015.SZ,11.0274,11.4331,10.9892,11.3499,11.2181,0.13180000000000014,1.1749,92583.28,301148.556
20180814,300015.SZ,11.3499,11.4088,11.1869,11.2701,11.3499,-0.07980000000000054,-0.7031,71884.97,233984.781
20180815,300015.SZ,11.2354,11.2944,10.6667,10.6875,11.2701,-0.5825999999999993,-5.1694,129951.65,407285.261
20180816,300015.SZ,10.58,10.8921,10.3685,10.6494,10.6875,-0.03810000000000002,-0.3565,114064.42,351128.241
20180817,300015.SZ,10.7742,10.8436,9.883,10.1466,10.6494,-0.5028000000000006,-4.7214,243187.81,719387.531
20180820,300015.SZ,10.0737,10.1604,9.3628,9.6888,10.1466,-0.4577999999999989,-4.5119,221327.91,617251.614
20180821,300015.SZ,9.7478,10.4725,9.7096,10.4552,9.6888,0.7663999999999991,7.9102,204225.83,592826.134
20180822,300015.SZ,10.4032,10.4309,10.2298,10.261,10.4552,-0.19420000000000037,-1.8574,87341.61,259720.75
20180823,300015.SZ,10.2645,10.4725,9.987,10.3928,10.261,0.13180000000000014,1.2845,125199.12,370809.41
20180824,300015.SZ,10.3338,10.5315,10.1882,10.3616,10.3928,-0.031200000000000117,-0.3002,72626.06,217484.33
20180827,300015.SZ,10.5766,11.1002,10.5696,11.0031,10.3616,0.6415000000000006,6.1911,175703.42,551002.333
20180828,300015.SZ,11.062,11.4261,10.9407,11.2562,11.0031,0.2530999999999999,2.3003,162983.96,526130.687
20180829,300015.SZ,11.1071,11.4088,11.062,11.2528,11.2562,-0.0033999999999991815,-0.0302,123507.85,400246.869
20180830,300015.SZ,11.232,11.2874,10.8886,11.0135,11.2528,-0.23930000000000007,-2.1266,109304.52,349055.532
20180831,300015.SZ,11.0135,11.1869,10.8574,10.8782,11.0135,-0.13530000000000086,-1.2285,80330.64,254448.037
20180903,300015.SZ,10.847,11.0378,10.5072,10.9788,10.8782,0.10060000000000002,0.9248,94375.26,294377.319
20180904,300015.SZ,11.0031,11.0274,10.5072,10.7846,10.9788,-0.19420000000000037,-1.7689,161896.43,501877.268
20180905,300015.SZ,10.6494,10.7777,10.5072,10.5072,10.7846,-0.2774000000000001,-2.5722,89290.37,273096.816
20180906,300015.SZ,10.4205,10.6355,10.3581,10.3858,10.5072,-0.12139999999999951,-1.1554,82794.86,249278.19
20180907,300015.SZ,10.4066,10.7499,10.4066,10.6112,10.3858,0.2254000000000005,2.1703,94267.71,288479.795
20180910,300015.SZ,10.4517,10.6806,10.424,10.4829,10.6112,-0.12829999999999941,-1.2091,62071.26,188353.579
20180911,300015.SZ,10.4586,10.6424,10.4309,10.5627,10.4829,0.07979999999999876,0.7612,52208.35,158630.158
20180912,300015.SZ,10.5037,10.5731,10.0009,10.0391,10.5627,-0.5236000000000001,-4.9571,163386.04,479891.121
20180913,300015.SZ,10.1778,10.2714,9.505,9.8865,10.0391,-0.15259999999999962,-1.5201,219333.48,619353.401
20180914,300015.SZ,9.8899,9.9246,9.5744,9.7408,9.8865,-0.14569999999999972,-1.4737,122498.94,343439.281
20180917,300015.SZ,9.7027,9.883,9.5778,9.779,9.7408,0.03819999999999979,0.3922,69012.79,194204.479
20180918,300015.SZ,9.779,10.1812,9.727,10.0807,9.779,0.3017000000000003,3.0852,139227.12,401181.791
20180919,300015.SZ,10.1223,10.3512,9.9905,10.1847,10.0807,0.1039999999999992,1.0317,109545.62,322490.705
20180920,300015.SZ,10.1535,10.209,9.9801,10.0182,10.1847,-0.1664999999999992,-1.6348,64996.02,188575.793
20180921,300015.SZ,10.046,10.3512,10.0252,10.3269,10.0182,0.3087,3.0814,102336.47,301678.566
20180925,300015.SZ,10.2124,10.4378,10.1639,10.3165,10.3269,-0.010400000000000631,-0.1007,68309.49,203970.949
20180926,300015.SZ,10.4448,10.8852,10.3685,10.8678,10.3165,0.5513000000000012,5.3439,178244.53,550423.174
20180927,300015.SZ,10.8089,11.0759,10.7257,10.8956,10.8678,0.02779999999999916,0.2558,136260.22,429285.807
20180928,300015.SZ,10.8817,11.2632,10.854,11.1834,10.8956,0.2878000000000007,2.6414,145076.26,465473.638
20181008,300015.SZ,10.9649,11.1557,10.7499,10.7603,11.1834,-0.4230999999999998,-3.7833,122763.98,385684.775
20181009,300015.SZ,10.7499,11.0482,10.6841,10.7846,10.7603,0.024299999999998434,0.2258,82436.52,258461.945
20181010,300015.SZ,10.8991,10.9441,10.3303,10.4586,10.7846,-0.32599999999999874,-3.0228,108933.3,330916.617
20181011,300015.SZ,10.1292,10.4448,10.0217,10.0703,10.4586,-0.388300000000001,-3.7127,164283.03,483543.573
20181012,300015.SZ,10.1604,10.4517,10.0737,10.4413,10.0703,0.37100000000000044,3.6841,134550.18,399421.483
20181015,300015.SZ,10.5523,10.6112,10.0252,10.0772,10.4413,-0.36410000000000053,-3.4871,119008.79,353918.854
20181016,300015.SZ,10.0911,10.3616,10.0044,10.1847,10.0772,0.10749999999999993,1.0668,90031.84,264992.577
20181017,300015.SZ,10.3338,10.3893,9.6125,10.0564,10.1847,-0.12829999999999941,-1.2597,146367.27,418651.564
20181018,300015.SZ,9.9697,9.9697,9.4045,9.4391,10.0564,-0.6173000000000002,-6.1384,210982.59,586118.562
20181019,300015.SZ,9.2519,9.9316,9.1374,9.883,9.4391,0.4438999999999993,4.7028,185688.54,512267.796
20181022,300015.SZ,10.0148,10.7395,9.9732,10.691,9.883,0.8080000000000016,8.1757,230683.81,692500.899
20181023,300015.SZ,10.6806,10.6806,9.9697,10.0841,10.691,-0.6069000000000013,-5.6767,208207.78,615766.279
20181024,300015.SZ,9.9836,10.1396,9.5432,9.9003,10.0841,-0.18379999999999974,-1.8227,189713.64,535625.594
20181025,300015.SZ,9.5709,9.7582,9.4322,9.6576,9.9003,-0.24269999999999925,-2.4514,156639.8,432859.695
20181026,300015.SZ,9.779,9.8622,9.453,9.5362,9.6576,-0.12140000000000128,-1.257,115641.22,320795.895
20181029,300015.SZ,9.5362,9.5397,9.0404,9.0889,9.5362,-0.4472999999999985,-4.6905,177347.64,470967.582
20181030,300015.SZ,9.0161,9.4218,8.9814,9.2588,9.0889,0.16990000000000016,1.8693,137120.45,364985.916
20181031,300015.SZ,9.3212,9.6645,9.2449,9.3767,9.2588,0.11789999999999878,1.2734,148901.47,405777.849
20181101,300015.SZ,9.4946,9.6333,9.3941,9.3941,9.3767,0.017400000000000304,0.1856,150778.72,413764.809
20181102,300015.SZ,9.7582,10.1084,9.6472,10.1015,9.3941,0.7073999999999998,7.5303,257194.07,729672.825
20181105,300015.SZ,9.987,10.0876,9.5501,9.7963,10.1015,-0.30519999999999925,-3.0213,194014.08,549487.577
20181106,300015.SZ,9.7408,9.9385,9.6056,9.9177,9.7963,0.12139999999999951,1.2392,99546.6,281313.828
20181107,300015.SZ,9.9177,9.9905,9.7824,9.7928,9.9177,-0.12490000000000023,-1.2594,96735.2,276101.755
20181108,300015.SZ,9.9038,9.9385,9.6749,9.6749,9.7928,-0.11790000000000056,-1.2039,81176.29,229764.508
20181109,300015.SZ,9.6229,9.779,9.5189,9.6541,9.6749,-0.020799999999999486,-0.215,87769.06,243939.767
20181112,300015.SZ,9.5987,9.8137,9.4599,9.7686,9.6541,0.1144999999999996,1.186,138637.02,386452.252
20181113,300015.SZ,9.5813,9.942,9.5813,9.8899,9.7686,0.12130000000000152,1.2417,197395.04,558020.867
20181114,300015.SZ,9.8899,9.9177,9.6472,9.7131,9.8899,-0.17680000000000007,-1.7877,106962.1,300818.101
20181115,300015.SZ,9.7062,9.8587,9.6195,9.8379,9.7131,0.12479999999999869,1.2849,111715.22,313620.707
20181116,300015.SZ,9.8587,9.987,9.6368,9.7512,9.8379,-0.08669999999999867,-0.8813,121103.98,341677.718
20181119,300015.SZ,9.7027,9.9142,9.6403,9.8449,9.7512,0.09370000000000012,0.9609,103583.81,293019.965
20181120,300015.SZ,9.8067,9.8137,9.5778,9.5987,9.8449,-0.24620000000000175,-2.5008,83821.86,233899.18
20181121,300015.SZ,9.5016,9.779,9.4842,9.6923,9.5987,0.09360000000000035,0.9751,73725.22,205555.829
20181122,300015.SZ,9.7166,9.7616,9.6333,9.6507,9.6923,-0.04159999999999897,-0.4292,52199.34,145832.203
20181123,300015.SZ,9.5813,9.7062,9.512,9.5189,9.6507,-0.13180000000000014,-1.3657,78532.83,217627.172
20181126,300015.SZ,9.5709,9.8761,9.5189,9.7859,9.5189,0.26699999999999946,2.8049,112001.92,315069.525
20181127,300015.SZ,9.8449,9.9697,9.7755,9.9142,9.7859,0.12829999999999941,1.3111,101582.85,289843.664
20181128,300015.SZ,9.9212,10.0044,9.779,9.9142,9.9142,0.0,0.0,75152.5,214960.583
20181129,300015.SZ,10.0078,10.0287,9.7235,9.7235,9.9142,-0.19069999999999965,-1.9235,67508.42,191681.361
20181130,300015.SZ,9.72,9.9316,9.7096,9.883,9.7235,0.15949999999999953,1.6404,76143.42,216797.486
20181203,300015.SZ,10.0945,10.4344,10.0911,10.3407,9.883,0.4577000000000009,4.6312,177010.56,524431.019
20181204,300015.SZ,10.3407,10.6286,10.2991,10.58,10.3407,0.23930000000000007,2.3142,139555.35,423293.165
20181205,300015.SZ,10.4552,10.7881,10.4066,10.5141,10.58,-0.06590000000000096,-0.6229,139010.39,424163.157
20181206,300015.SZ,10.5592,10.6632,10.2055,10.4032,10.5141,-0.11089999999999911,-1.0548,143097.84,430846.924
20181207,300015.SZ,10.4032,10.4691,10.1639,10.1951,10.4032,-0.20809999999999995,-2.0003,108784.0,322129.138
20181210,300015.SZ,10.2645,10.4066,10.0876,10.1119,10.1951,-0.08319999999999972,-0.8161,105957.84,313226.062
20181211,300015.SZ,10.1604,10.6424,10.1327,10.5488,10.1119,0.4368999999999996,4.3207,121267.97,367137.388
